"Species","SpecCode","Suporder","Order","Family","Maximum_body_length","Body_elongation","Vertical_eye_position","Relative_eye_size","Oral_gape_position","Relative_maxillary_length"
"Apistogramma_elizabethae",46608,"Teleostei","Perciformes","Cichlidae",4,3.245837414,0.657267157,0.411764706,0.534724279,0.517268908
"Apistogramma_eremnopyge",62078,"Teleostei","Perciformes","Cichlidae",3.44,2.918082968,0.596828148,0.371812094,0.514939525,0.398658659
"Apistogramma_eunotus",26690,"Teleostei","Perciformes","Cichlidae",5.3,2.826404085,0.536936999,0.556519078,0.47063047,0.400183636
"Apistogramma_geisleri",46615,"Teleostei","Perciformes","Cichlidae",3,2.628712477,0.536839451,0.42362595,0.425246171,0.515196753
"Apistogramma_gephyra",46618,"Teleostei","Perciformes","Cichlidae",4,3.258852697,0.613576474,0.449407905,0.496452684,0.493584702
"Apistogramma_gibbiceps",46624,"Teleostei","Perciformes","Cichlidae",5,2.955099495,0.620301604,0.424342205,0.473581269,0.381152467
"Apistogramma_gossei",46627,"Teleostei","Perciformes","Cichlidae",5,2.845413703,0.565211531,0.5125,0.391613628,0.352
"Apistogramma_guttata",57504,"Teleostei","Perciformes","Cichlidae",4,2.701379385,0.584131695,0.480746178,0.40213597,0.448541989
"Apistogramma_hippolytae",46631,"Teleostei","Perciformes","Cichlidae",5,2.637438586,0.540109551,0.441690397,0.371622313,0.280921907
"Apistogramma_hoignei",52178,"Teleostei","Perciformes","Cichlidae",6,2.467694811,0.541904213,0.493468041,0.445710606,0.418175207
"Apistogramma_hongsloi",46633,"Teleostei","Perciformes","Cichlidae",5,2.847514105,0.485243667,0.38961039,0.333401492,0.365948052
"Apistogramma_inconspicua",46648,"Teleostei","Perciformes","Cichlidae",4,2.901173522,0.555456003,0.440366972,0.462840705,0.484761468
"Apistogramma_iniridae",46650,"Teleostei","Perciformes","Cichlidae",5,3.17397855,0.581069636,0.485515962,0.403899473,0.563855841
"Apistogramma_juruensis",26699,"Teleostei","Perciformes","Cichlidae",2.4,2.887868185,0.640076142,0.385245548,0.526079317,0.513103076
"Apistogramma_linkei",46654,"Teleostei","Perciformes","Cichlidae",4,2.587456686,0.508259708,0.457891731,0.398169277,0.41142561
"Apistogramma_luelingi",26698,"Teleostei","Perciformes","Cichlidae",3.3,2.898283895,0.626229294,0.393520907,0.521169655,0.423753746
"Apistogramma_macmasteri",46660,"Teleostei","Perciformes","Cichlidae",6,2.880057326,0.552633392,0.431788742,0.440793463,0.529679795
"Apistogramma_meinkeni",46662,"Teleostei","Perciformes","Cichlidae",4,3.357952766,0.555481113,0.439044012,0.367820445,0.569727036
"Apistogramma_mendezi",57505,"Teleostei","Perciformes","Cichlidae","NA",3.335222589,0.558267577,0.454488537,0.435483159,0.616180589
"Apistogramma_moae",26697,"Teleostei","Perciformes","Cichlidae",5,2.673155393,0.526165883,0.467279564,0.403591581,0.500347743
"Apistogramma_nijsseni",26702,"Teleostei","Perciformes","Cichlidae",4,2.523570443,0.569856863,0.297188406,0.44355771,0.42165942
"Apistogramma_norberti",46666,"Teleostei","Perciformes","Cichlidae",4,3.019659008,0.64714909,0.391852261,0.522583109,0.55599711
"Apistogramma_ortmanni",46668,"Teleostei","Perciformes","Cichlidae",6,3.115753235,0.573179392,0.559035294,0.449749406,0.500517647
"Apistogramma_paucisquamis",46673,"Teleostei","Perciformes","Cichlidae",3.4,3.185335937,0.661441685,0.419206593,0.48686013,0.593884292
"Apistogramma_payaminonis",26701,"Teleostei","Perciformes","Cichlidae",4,2.677577594,0.565389459,0.303030303,0.436783041,0.542828283
"Apistogramma_personata",46675,"Teleostei","Perciformes","Cichlidae",5.17,3.086294463,0.659249888,0.442582444,0.488400432,0.456372596
"Apistogramma_pertensis",12286,"Teleostei","Perciformes","Cichlidae",4,3.535174991,0.647159234,0.420493573,0.519004091,0.531453331
"Apistogramma_pulchra",46681,"Teleostei","Perciformes","Cichlidae",3.2,3.428792883,0.507170512,0.569443222,0.44761969,0.543144974
"Apistogramma_regani",46687,"Teleostei","Perciformes","Cichlidae",5,2.981288643,0.541064262,0.520415866,0.468039608,0.506920072
"Apistogramma_resticulosa",46692,"Teleostei","Perciformes","Cichlidae",4,2.640311191,0.536272983,0.497092308,0.419902799,0.447215385
"Apistogramma_rubrolineata",60963,"Teleostei","Perciformes","Cichlidae",4,2.707253303,0.548432577,0.471143213,0.437508274,0.521069101
"Apistogramma_rupununi",46698,"Teleostei","Perciformes","Cichlidae",5,2.928269907,0.573225136,0.421420054,0.455668372,0.549035044
"Apistogramma_staecki",46700,"Teleostei","Perciformes","Cichlidae",4,3.160570816,0.606779991,0.48883368,0.474484237,0.504626335
"Apistogramma_steindachneri",46707,"Teleostei","Perciformes","Cichlidae",7,2.914276488,0.53338446,0.356321839,0.420819374,0.471827586
"Apistogramma_taeniata",46711,"Teleostei","Perciformes","Cichlidae",4.2,2.684021828,0.549580097,0.475715989,0.429260704,0.502031247
"Apistogramma_trifasciata",46712,"Teleostei","Perciformes","Cichlidae",5,3.07516785,0.567064532,0.461285213,0.38902767,0.415696747
"Apistogramma_uaupesi",46713,"Teleostei","Perciformes","Cichlidae",6,3.342371607,0.684753658,0.483870968,0.534347876,0.52833871
"Apistogramma_urteagai",26694,"Teleostei","Perciformes","Cichlidae",4.1,2.5273295,0.572930192,0.411722323,0.46816711,0.497566427
"Apistogramma_viejita",46716,"Teleostei","Perciformes","Cichlidae",5,2.930511558,0.527579195,0.4963135,0.401583904,0.531667035
"Apistogrammoides_pucallpaensis",26705,"Teleostei","Perciformes","Cichlidae",3,2.699747142,0.537165904,0.38868012,0.477044281,0.356597745
"Aplochiton_taeniatus",12870,"Teleostei","Osmeriformes","Galaxiidae",33.4,5.498025792,0.570857008,0.564741935,0.438318027,0.561741935
"Aplochiton_zebra",12871,"Teleostei","Osmeriformes","Galaxiidae",28,5.850315158,0.416278074,0.610065347,0.392362768,0.850629084
"Apomatoceros_alleni",48773,"Teleostei","Siluriformes","Trichomycteridae",15,8.083942124,0.413698733,0.420131618,0,1.008357015
"Aposturisoma_myriodon",50536,"Teleostei","Siluriformes","Loricariidae",20,9.92,0.522427692,0.315741005,0,0
"Apteronotus_albifrons",12220,"Teleostei","Gymnotiformes","Apteronotidae",50,5.162599551,0.505079641,0.058274286,0.293036553,0.663245714
"Apteronotus_bonapartii",13257,"Teleostei","Gymnotiformes","Apteronotidae",27,6.020439087,0.614413636,0.106078947,0.457640832,0.465013158
"Apteronotus_ellisi",48025,"Teleostei","Gymnotiformes","Apteronotidae",33,8.011066176,0.661764706,0.123287671,0.5,1.022356164
"Apteronotus_leptorhynchus",15943,"Teleostei","Gymnotiformes","Apteronotidae",27,7.045415148,0.581495494,0.166242402,0.382637408,0.779001507
"Apteronotus_macrostomus",48017,"Teleostei","Gymnotiformes","Apteronotidae",26,7.439317832,0.632030194,0.183134627,0.459615116,1.379183709
"Apteronotus_magdalenensis",48070,"Teleostei","Gymnotiformes","Apteronotidae",129,6.927714286,0.790016807,0.084791873,0.483212185,0.120528604
"Apteronotus_mariae",48015,"Teleostei","Gymnotiformes","Apteronotidae",27.3,6.443364614,0.573967864,0.287268719,0.344969607,0.564979136
"Apteronotus_rostratus",48013,"Teleostei","Gymnotiformes","Apteronotidae",27.2,8.017011834,0.650062585,0.04999792,0.425893264,0.725510586
"Arapaima_gigas",2076,"Teleostei","Osteoglossiformes","Arapaimidae",450,4.973639881,0.271884476,0.181769804,0.312290159,1.077542953
"Archolaemus_blax",47947,"Teleostei","Gymnotiformes","Sternopygidae",44,8.443949248,0.586991193,0.3,0.353272138,0.687183333
"Argonectes_longiceps",27808,"Teleostei","Characiformes","Hemiodontidae",24.5,4.318280269,0.310144574,0.55115,0.189517002,0.26575
"Argonectes_robertsi",56996,"Teleostei","Characiformes","Hemiodontidae",35.5,4.003933689,0.560772257,0.45,0.382713381,0.37736
"Argopleura_chocoensis",53407,"Teleostei","Characiformes","Characidae",5.28,3.422369962,0.533722991,0.515780722,0.496819974,0.565559192
"Argopleura_magdalenensis",53410,"Teleostei","Characiformes","Characidae",5.3,3.618506938,0.480976638,0.586666667,0.442908835,0.08944
"Aspidoras_albater",46248,"Teleostei","Siluriformes","Callichthyidae",4,4.048349398,0.516168675,0.210263192,0,"NA"
"Aspidoras_belenos",52748,"Teleostei","Siluriformes","Callichthyidae",3,3.937229708,0.488650851,0.18720339,0,"NA"
"Aspidoras_eurycephalus",46252,"Teleostei","Siluriformes","Callichthyidae",3,3.934758331,0.534997273,0.2968209,0,"NA"
"Aspidoras_fuscoguttatus",46253,"Teleostei","Siluriformes","Callichthyidae",4,3.206732857,0.478812476,0.177570093,0,"NA"
"Aspidoras_lakoi",46254,"Teleostei","Siluriformes","Callichthyidae",4,2.999912411,0.460074158,0.214619048,0,"NA"
"Aspidoras_microgalaeus",52750,"Teleostei","Siluriformes","Callichthyidae",3.32,3.584356928,0.494012048,0.245283019,0,"NA"
"Aspidoras_pauciradiatus",12190,"Teleostei","Siluriformes","Callichthyidae",3,3.455223881,0.42030597,0.344421483,0,"NA"
"Aspidoras_poecilus",46264,"Teleostei","Siluriformes","Callichthyidae",4,3.466562227,0.550391768,0.205915891,0,"NA"
"Aspidoras_velites",61666,"Teleostei","Siluriformes","Callichthyidae",3,5.033723362,0.52601919,0.287567201,0,"NA"
"Aspidoras_virgulatus",46268,"Teleostei","Siluriformes","Callichthyidae",3.61,3.803617814,0.440647201,0.263715219,0,"NA"
"Aspredinichthys_filamentosus",7519,"Teleostei","Siluriformes","Aspredinidae",22,12.99491632,0.571200091,0.2236,0,"NA"
"Asterophysus_batrachus",47702,"Teleostei","Siluriformes","Auchenipteridae",25,3.00637838,0.734375,0.225806452,0.65086291,0.750306452
"Astroblepus_boulengeri",49588,"Teleostei","Siluriformes","Astroblepidae",7,7.035263913,0.650091872,0.215297137,0,"NA"
"Astroblepus_caquetae",49589,"Teleostei","Siluriformes","Astroblepidae",8.7,4.799177487,0.616198597,0.126681147,0,"NA"
"Astroblepus_chotae",49336,"Teleostei","Siluriformes","Astroblepidae",10,4.683455152,0.618831113,0.173090909,0.194375701,"NA"
"Astroblepus_cirratus",57069,"Teleostei","Siluriformes","Astroblepidae",5.5,6.756146341,0.609756098,0.489678751,0,"NA"
"Astroblepus_cyclopus",49592,"Teleostei","Siluriformes","Astroblepidae",4.91,4.785547824,0.587479489,0.201430281,0,"NA"
"Astroblepus_festae",49593,"Teleostei","Siluriformes","Astroblepidae",10,7.098450935,0.716829053,0.137249486,0,"NA"
"Astroblepus_frenatus",49171,"Teleostei","Siluriformes","Astroblepidae",6,7.939530303,0.839212694,0.206028018,0,"NA"
"Astroblepus_grixalvii",49595,"Teleostei","Siluriformes","Astroblepidae",30,5.014849196,0.562765015,0.126604292,0,0.181567598
"Astroblepus_guentheri",49597,"Teleostei","Siluriformes","Astroblepidae",9,5.276857143,0.708678571,0.182107143,0,0.18822619
"Astroblepus_heterodon",49598,"Teleostei","Siluriformes","Astroblepidae",11,4.777777778,0.572649573,0.176478873,0,"NA"
"Astroblepus_homodon",49687,"Teleostei","Siluriformes","Astroblepidae",8,6.435827881,0.658667092,0.144337217,0,0.18889391
"Astroblepus_latidens",49689,"Teleostei","Siluriformes","Astroblepidae",8,6.345202899,0.572927536,0.224008659,0,"NA"
"Astroblepus_mancoi",49692,"Teleostei","Siluriformes","Astroblepidae",10.2,4.697491222,0.561692989,0.181804854,0,"NA"
"Astroblepus_marmoratus",57071,"Teleostei","Siluriformes","Astroblepidae",7,4.992813433,0.515410448,0.218966674,0,"NA"
"Astroblepus_micrescens",49695,"Teleostei","Siluriformes","Astroblepidae",9,4.284011062,0.522798673,0.186322163,0,"NA"
"Astroblepus_pholeter",49712,"Teleostei","Siluriformes","Astroblepidae",7,6.007557018,0.72111096,0.028030272,0,"NA"
"Astroblepus_praeliorum",49713,"Teleostei","Siluriformes","Astroblepidae",8,5.327876952,0.486575741,0.150157729,0.094704406,0.231185219
"Astroblepus_retropinnus",49714,"Teleostei","Siluriformes","Astroblepidae",7,5.413632289,0.633995379,0.185135737,0,"NA"
"Astroblepus_sabalo",49716,"Teleostei","Siluriformes","Astroblepidae","NA",6.286831535,0.709475954,0.100148605,0,0.391615627
"Astroblepus_supramollis",49807,"Teleostei","Siluriformes","Astroblepidae",8,5.520877846,0.740891147,0.107021997,0,"NA"
"Astroblepus_taczanowskii",49808,"Teleostei","Siluriformes","Astroblepidae",8,5.656749356,0.630591436,0.194133333,0,0.141733333
"Astroblepus_ubidiai",49811,"Teleostei","Siluriformes","Astroblepidae",11,6.600174231,0.6521551,0.12146992,0,"NA"
"Astroblepus_whymperi",57075,"Teleostei","Siluriformes","Astroblepidae",9,6.774724133,0.593874017,0.243246154,0,"NA"
"Astrodoras_asterifrons",47621,"Teleostei","Siluriformes","Doradidae",8.11,3.673923934,0.587306392,0.492443761,0.359829666,"NA"
"Astronotus_crassipinnis",25744,"Teleostei","Perciformes","Cichlidae",24,1.870159451,0.469524186,0.293550852,0.379556226,0.444583617
"Astronotus_ocellatus",3612,"Teleostei","Perciformes","Cichlidae",46,1.960534407,0.546184849,0.245207779,0.48460505,0.376038059
"Astyanax_abramis",12911,"Teleostei","Characiformes","Characidae",14,2.694625749,0.556887725,0.435790503,0.565868263,0.169910615
"Astyanax_argyrimarginatus",58110,"Teleostei","Characiformes","Characidae",4.529,2.65181877,0.546215723,0.420422895,0.546215723,0.372875576
"Astyanax_bimaculatus",4475,"Teleostei","Characiformes","Characidae",17.5,2.318957778,0.547980051,0.4634074,0.547980051,0.172937747
"Astyanax_biotae",62340,"Teleostei","Characiformes","Characidae",5.2,2.325202454,0.54601227,0.432098765,0.542944785,0.403506173
"Astyanax_brachypterygium",58733,"Teleostei","Characiformes","Characidae",6.42,2.384948326,0.593193663,0.402985075,0.543993062,0.13761194
"Astyanax_brevirhinus",51287,"Teleostei","Characiformes","Characidae",10,2.935308636,0.510922218,0.623254886,0.554426555,0.246784005
"Astyanax_daguae",51288,"Teleostei","Characiformes","Characidae",4,3.019965691,0.511261276,0.593406593,0.511261276,0.209945055
"Astyanax_dnophos",62331,"Teleostei","Characiformes","Characidae",3.32,3.068517715,0.607334982,0.587009334,0.583023462,0.386117316
"Astyanax_festae",51061,"Teleostei","Characiformes","Characidae","NA",2.417065817,0.464212981,0.519044206,0.532100802,0.313013541
"Astyanax_goyacensis",53393,"Teleostei","Characiformes","Characidae","NA",2.593546235,0.584945258,0.391419646,0.610778516,0.321190193
"Astyanax_guaporensis",53395,"Teleostei","Characiformes","Characidae","NA",2.559664156,0.54312752,0.584337349,0.559111443,0.52603012
"Astyanax_guianensis",51821,"Teleostei","Characiformes","Characidae",6,2.99541773,0.473137988,0.505381234,0.55147417,0.30814282
"Astyanax_integer",51050,"Teleostei","Characiformes","Characidae","NA",2.741008127,0.598502248,0.432896685,0.610971045,0.511934962
"Astyanax_intermedius",58123,"Teleostei","Characiformes","Characidae",7.27,3.093384342,0.558901326,0.545454545,0.558901326,0.194030303
"Astyanax_janeiroensis",58120,"Teleostei","Characiformes","Characidae",11.4,2.684094944,0.523706552,0.452830189,0.485792897,0.321301887
"Astyanax_lacustris",58130,"Teleostei","Characiformes","Characidae",7.7,2.630430971,0.558447672,0.414012739,0.525980351,0.438751592
"Astyanax_leopoldi",27937,"Teleostei","Characiformes","Characidae",6,2.570389375,0.526285555,0.575604187,0.559782219,0.325881458
"Astyanax_lineatus",23417,"Teleostei","Characiformes","Characidae",12,2.518788627,0.527753928,0.470502778,0.489752546,0.261027237
"Astyanax_magdalenae",48621,"Teleostei","Characiformes","Characidae",17.3,2.396607274,0.547607721,0.444444444,0.571418789,0.102923077
"Astyanax_maximus",51064,"Teleostei","Characiformes","Characidae",25,2.656673614,0.518184429,0.47972973,0.527271548,0.19122973
"Astyanax_megaspilura",51291,"Teleostei","Characiformes","Characidae","NA",2.234232121,0.603700549,0.448452027,0.605934343,0.362575759
"Astyanax_microlepis",51051,"Teleostei","Characiformes","Characidae",9.11,2.866540543,0.533903821,0.435102675,0.518881609,0.283977315
"Astyanax_multidens",53396,"Teleostei","Characiformes","Characidae","NA",3.198923966,0.606749667,0.607337509,0.61862161,0.40675181
"Astyanax_scabripinnis",12868,"Teleostei","Characiformes","Characidae",8,2.916851357,0.549293084,0.4715,0.516431028,0.343
"Astyanax_scintillans",51827,"Teleostei","Characiformes","Characidae",2.999,3.209320069,0.504499169,0.617647059,0.411503894,0.651387255
"Astyanax_symmetricus",53402,"Teleostei","Characiformes","Characidae","NA",2.708654551,0.48801173,0.47761194,0.442265694,0.485940299
"Astyanax_taeniatus",12941,"Teleostei","Characiformes","Characidae",9.599,2.423195545,0.573416533,0.407176991,0.515456681,0.43820944
"Astyanax_validus",27940,"Teleostei","Characiformes","Characidae",15,2.404398874,0.490335604,0.414880081,0.471662631,0.443814747
"Astyanax_venezuelae",51293,"Teleostei","Characiformes","Characidae",5,2.684184403,0.522462628,0.462029096,0.533721697,0.230379264
"Astyanax_villwocki",56501,"Teleostei","Characiformes","Characidae",11.4,2.741512319,0.572158125,0.424523952,0.519902541,0.346880907
"Atlantirivulus_janeiroensis",49765,"Teleostei","Cyprinodontiformes","Rivulidae",6.5,4.989299574,0.388283272,0.489232076,0.258587381,0.475384477
"Atopomesus_pachyodus",51831,"Teleostei","Characiformes","Characidae",4.3,4.261574542,0.513832841,0.574613895,0.32576119,0.572664746
"Attonitus_bounites",58012,"Teleostei","Characiformes","Characidae",6,4.123932153,0.646079646,0.39019774,0.477958702,0.357542373
"Attonitus_ephimeros",58013,"Teleostei","Characiformes","Characidae",5,3.811982912,0.456458387,0.453192474,0.2582941,0.283950617
"Attonitus_irisae",58014,"Teleostei","Characiformes","Characidae",5,3.524675469,0.544076344,0.430379747,0.333384773,0.292236287
"Auchenipterichthys_coracoideus",53680,"Teleostei","Siluriformes","Auchenipteridae",10,3.955646575,0.572617862,0.418926381,0.615743923,0.418135419
"Auchenipterichthys_longimanus",47668,"Teleostei","Siluriformes","Auchenipteridae",22.8,4.604225416,0.303386186,0.367346939,0.386473267,0.611311224
"Auchenipterichthys_punctatus",52118,"Teleostei","Siluriformes","Auchenipteridae",15.1,3.919147005,0.486405927,0.4375,0.486405927,0.3426875
"Auchenipterichthys_thoracatus",13114,"Teleostei","Siluriformes","Auchenipteridae",13.8,3.927358207,0.326701736,0.46978125,0.380781745,0.39528125
"Auchenipterus_ambyiacus",57149,"Teleostei","Siluriformes","Auchenipteridae",24.4,4.96560199,0.697931505,0.453226415,0.738890115,0.547169811
"Auchenipterus_brachyurus",52132,"Teleostei","Siluriformes","Auchenipteridae",16.5,4.472360714,"NA",0.496178187,"NA","NA"
"Auchenipterus_brevior",57148,"Teleostei","Siluriformes","Auchenipteridae",8.4,5.311333322,0.538731569,0.594862643,0.566731843,0.409865489
"Auchenipterus_britskii",57151,"Teleostei","Siluriformes","Auchenipteridae",14,4.894200331,0.453789735,0.540983607,0.485134106,0.477946721
"Auchenipterus_demerarae",57147,"Teleostei","Siluriformes","Auchenipteridae",10.3,4.71976973,0.553211285,0.431823529,0.60862739,0.324568627
"Auchenipterus_dentatus",57146,"Teleostei","Siluriformes","Auchenipteridae",12.1,5.094181776,0.367071236,0.505459355,0.530238405,0.445140341
"Auchenipterus_nigripinnis",47653,"Teleostei","Siluriformes","Auchenipteridae",20.2,5.709492358,0.340340011,0.51716113,0.534023952,0.430967608
"Auchenipterus_nuchalis",52120,"Teleostei","Siluriformes","Auchenipteridae",27,4.885635388,0.48607696,0.634920635,0.589016054,0.415444444
"Auchenipterus_osteomystax",57150,"Teleostei","Siluriformes","Auchenipteridae",39,4.511872786,0.274447167,0.510871577,0.338350825,0.443647502
"Aulixidens_eugeniae",51832,"Teleostei","Characiformes","Characidae",4.3,3.514488593,0.64311136,0.51088,0.564065122,0.232595
"Australoheros_facetus",4679,"Teleostei","Perciformes","Cichlidae",19.3,2.103301872,0.531925175,0.420797814,0.408123818,0.22957377
"Australoheros_scitulus",61660,"Teleostei","Perciformes","Cichlidae",11,1.909983625,0.585015187,0.255091052,0.394995063,0.199366807
